id,name,article,category_id,manager_id,surface_id,logo_id,material_id,dimensions,characteristics,tags,price,cost_price,norm_stock,notes,photos,is_active,created_at,updated_at,weight,puzzle_options,mat_area,border_type,carpet_edge_sides,carpet_edge_strength,bottom_type_id,puzzle_type_id,puzzle_sides,grade,carpet_edge_type,product_type,pur_number,surface_ids,press_type
89,ВЕРБ,ВЕРБ-1950x1200x30-ЧЕРТ-Прям рез-1СОРТ,3,,6,,,"{""width"": 1200, ""length"": 1950, ""thickness"": 30}",,,,,0,,,t,2025-08-22 12:11:25.387774,2025-08-26 06:28:02.39,,,2.34,,1,normal,1,,1,usual,straight_cut,carpet,,{6},not_selected
90,ВЕРБ,ВЕРБ-1800x1200x30-ЧЕРТ-Прям рез-1СОРТ,3,,6,,,"{""width"": 1200, ""length"": 1800, ""thickness"": 30}",,,,,0,,,t,2025-08-22 12:12:51.314485,2025-08-26 06:29:14.22,,,2.16,,1,normal,1,,1,usual,straight_cut,carpet,,{6},not_selected
91,ВЕРБ,ВЕРБ-1900x1200x30-ЧЕШУЙ-Прям рез-1СОРТ,3,,7,,,"{""width"": 1200, ""length"": 1900, ""thickness"": 30}",,,,,0,,,t,2025-08-22 12:14:38.144527,2025-08-26 06:29:47.507,,,2.28,,1,normal,1,,1,usual,straight_cut,carpet,,{7},not_selected
65,мат,МАТ-2000x1200x21-ЧЕШУЙ-ШИП0-1СОРТ,2,,7,,,"{""width"": 1200, ""length"": 2000, ""thickness"": 21}",,,,,0,,,t,2025-08-22 07:58:11.619631,2025-08-27 11:53:36.119,,,2.4321,,1,normal,1,,1,usual,straight_cut,carpet,,{7},not_selected
84,ВЕРБ,ВЕРБ-1950x1200x30-ЧЕРТ-1СОРТ,3,,6,,,"{""width"": 1200, ""length"": 1950, ""thickness"": 30}",,,,,0,,,t,2025-08-22 12:04:16.702234,2025-08-27 11:42:07.63,,,2.3595,,1,normal,1,,1,usual,straight_cut,carpet,,{6},not_selected
92,ВЕРБ,ВЕРБ-1700x1200x30-ЧЕРТ-1СОРТ,3,,6,,,"{""width"": 1200, ""length"": 1700, ""thickness"": 30}",,,,,0,,,t,2025-08-22 12:16:09.622787,2025-08-27 11:41:39.468,,,2.0691,,1,normal,1,,1,usual,straight_cut,carpet,,{6},not_selected
93,ВЕРБ,ВЕРБ-1830x1000x30-ЧЕШУЙ-1СОРТ,3,,7,,,"{""width"": 1000, ""length"": 1830, ""thickness"": 30}",,,,,0,,,t,2025-08-22 12:17:44.297103,2025-08-27 11:46:42.389,,,1.8483,,1,normal,1,,1,usual,straight_cut,carpet,,{7},not_selected
66,мат,МАТ-1800x1200x21-ЧЕШУЙ-ШИП0-1СОРТ,2,,7,,,"{""width"": 1200, ""length"": 1800, ""thickness"": 21}",,,,,0,,,t,2025-08-22 07:59:09.458255,2025-08-27 11:54:32.268,,,2.1901,,1,normal,1,,1,usual,straight_cut,carpet,,{7},not_selected
67,мат,МАТ-1900x1200x21-ЧЕРТ-ШИП2-1СОРТ,2,,6,,,"{""width"": 1200, ""length"": 1900, ""thickness"": 21}",,,,,0,,,t,2025-08-22 08:42:50.736371,2025-08-27 11:55:12.387,,,2.3232,,1,normal,2,,1,usual,straight_cut,carpet,,{6},not_selected
117,ПУР5,ПУР 5,4,,,,,"{""width"": 0, ""length"": 0, ""thickness"": 0}",,,,,0,,,t,2025-09-02 06:59:41.31859,2025-09-02 07:01:27.303,,,,without_border,1,normal,,,,usual,straight_cut,other,,{},not_selected
1,мат,МАТ-1750x1200x24-ЧЕШУЙ-GEA-ШИП5-4ст нов лит п-усил-1СОРТ,2,,11,4,,"{""width"": 1200, ""length"": 1750, ""thickness"": 24}",,,,,0,,,t,2025-08-20 11:09:40.599727,2025-08-21 07:07:56.579,,,2.1,,4,normal,3,3,4,usual,straight_cut,carpet,,{11},not_selected
3,мат,МАТ-1720x1160x24-ЧЕШУЙ-GEA-ШИП5-4ст стар п-1СОРТ,2,,11,4,,"{""width"": 1160, ""length"": 1720, ""thickness"": 24}",,,,,0,,,t,2025-08-20 11:20:21.774894,2025-08-21 07:13:05.039,,,1.9952,,4,normal,3,1,4,usual,straight_cut,carpet,,{11},not_selected
4,мат,МАТ-1800x1190x24-ЧЕРТ-ШИП5-2ст нов п-1СОРТ,2,,6,,,"{""width"": 1190, ""length"": 1800, ""thickness"": 24}",,,,,0,,,t,2025-08-20 11:23:11.183334,2025-08-21 07:14:52.326,,,2.142,,2,normal,3,3,2,usual,straight_cut,carpet,,{6},not_selected
5,мат,МАТ-1500x1190x24-ЧЕРТ-ШИП5-2ст стар п-1СОРТ,2,,6,,,"{""width"": 1190, ""length"": 1500, ""thickness"": 24}",,,,,0,,,t,2025-08-20 11:37:59.45963,2025-08-21 07:15:35.457,,,1.785,,2,normal,3,1,2,usual,straight_cut,carpet,,{6},not_selected
6,мат,МАТ-1850x1100x24-ЧЕРТ-ШИП5-2ст стар п-1СОРТ,2,,6,,,"{""width"": 1100, ""length"": 1850, ""thickness"": 24}",,,,,0,,,t,2025-08-21 06:06:56.396499,2025-08-21 07:16:27.315,,,2.035,,2,normal,3,1,2,usual,straight_cut,carpet,,{6},not_selected
68,мат,МАТ-2050x1200x21-ЧЕРТ-ШИП2-1СОРТ,2,,6,,,"{""width"": 1200, ""length"": 2050, ""thickness"": 21}",,,,,0,,,t,2025-08-22 08:44:40.140096,2025-08-27 11:56:37.695,,,2.4926,,1,normal,2,,1,usual,straight_cut,carpet,,{6},not_selected
71,мат,МАТ-2030x1200x21-ЧЕШУЙ-ШИП2-1СОРТ,2,,7,,,"{""width"": 1200, ""length"": 2030, ""thickness"": 21}",,,,,0,,,t,2025-08-22 08:49:11.371099,2025-08-27 11:57:13.477,,,2.4563,,1,normal,2,,1,usual,straight_cut,carpet,,{7},not_selected
72,мат,МАТ-2000x1200x21-ЧЕШУЙ-ШИП2-1СОРТ,2,,7,,,"{""width"": 1200, ""length"": 2000, ""thickness"": 21}",,,,,0,,,t,2025-08-22 08:52:00.639103,2025-08-27 12:14:37.65,,,2.4321,,1,normal,2,,1,usual,straight_cut,carpet,,{7},not_selected
96,ЛЕЖАК,ЛЕЖ-1800x1200x30-ЧЕШУЙ-не ус-УКР-1СОРТ,3,,7,,,"{""width"": 1200, ""length"": 1800, ""thickness"": 30}",,,,,0,,,t,2025-08-22 12:30:02.581431,2025-08-22 12:31:34.172,,,2.16,,1,normal,1,,1,usual,straight_cut,carpet,,{7},not_selected
98,ЛЕЖАК,ЛЕЖАК-1800x1200x30-ЧЕШУЙ-не ус-КИТ-1СОРТ,3,,7,,,"{""width"": 1200, ""length"": 1800, ""thickness"": 30}",,,,,0,,,t,2025-08-22 12:56:21.220857,2025-08-25 07:27:13.272,,,2.16,,1,normal,1,,1,usual,straight_cut,carpet,,{7},not_selected
101,ЛЕЖАК,ЛЕЖАК-1800x1200x30-ЧЕШУЙ-ЛИБЕР,3,,7,,,"{""width"": 1200, ""length"": 1800, ""thickness"": 30}",,,,,0,,,t,2025-08-25 06:25:52.733337,2025-08-25 06:39:14.705,,,2.16,,1,normal,1,,1,grade_2,straight_cut,carpet,,{7},not_selected
102,ЛЕЖАК,ЛЕЖАК-1800x1200x40-ЧЕШУЙ-не ус-1СОРТ,3,,7,,,"{""width"": 1200, ""length"": 1800, ""thickness"": 40}",,,,,0,,,t,2025-08-25 06:42:22.887882,2025-08-25 06:42:22.887882,,,2.16,,1,normal,1,,1,usual,straight_cut,carpet,,{7},not_selected
103,ЛЕЖАК,ЛЕЖАК-1800x1200x40-ЧЕШУЙ-1СОРТ,3,,7,,,"{""width"": 1200, ""length"": 1800, ""thickness"": 40}",,,,,0,,,t,2025-08-25 06:45:47.574466,2025-08-25 06:45:47.574466,,,2.16,without_border,1,reinforced,1,,1,usual,straight_cut,carpet,,{7},not_selected
105,ЛЕЖАК,ЛЕЖАК-1800x1200x30-3КОР-СБОРТ-не ус-1СОРТ,3,,10,,,"{""width"": 1200, ""length"": 1800, ""thickness"": 30}",,,,,0,,,t,2025-08-25 06:50:11.163902,2025-08-25 06:50:11.163902,,,2.16,with_border,1,normal,1,,1,usual,straight_cut,carpet,,{10},not_selected
106,ЛЕЖАК,ЛЕЖАК-1800x1200x30-3КОР-СБОРТ-1СОРТ,3,,10,,,"{""width"": 1200, ""length"": 1800, ""thickness"": 30}",,,,,0,,,t,2025-08-25 06:51:29.965653,2025-08-25 06:51:29.965653,,,2.16,with_border,1,reinforced,1,,1,usual,straight_cut,carpet,,{10},not_selected
107,ЛЕЖАК,ЛЕЖАК-1800x1185x30-3КОР-СБОРТ-1СОРТ,3,,10,,,"{""width"": 1185, ""length"": 1800, ""thickness"": 30}",,,,,0,,,t,2025-08-25 06:53:14.179127,2025-08-25 06:53:14.179127,,,2.133,with_border,1,reinforced,1,,1,usual,straight_cut,carpet,,{10},not_selected
108,ЛЕЖАК,ЛЕЖАК-1800x1185x30-3КОР-СБОРТ-не ус-1СОРТ,3,,10,,,"{""width"": 1185, ""length"": 1800, ""thickness"": 30}",,,,,0,,,t,2025-08-25 06:55:25.825604,2025-08-25 06:55:25.825604,,,2.133,with_border,1,normal,1,,1,usual,straight_cut,carpet,,{10},not_selected
109,ЛЕЖАК,ЛЕЖАК-1800x1200x40-1КОР-СБОРТ-не ус-1СОРТ,3,,9,,,"{""width"": 1200, ""length"": 1800, ""thickness"": 40}",,,,,0,,,t,2025-08-25 07:04:15.564376,2025-08-25 07:06:04.85,,,2.16,with_border,1,normal,1,,1,usual,straight_cut,carpet,,{9},not_selected
110,ЛЕЖАК,ЛЕЖАК-1800x1200x35-1КОР-СБОРТ-не ус-1СОРТ,3,,9,,,"{""width"": 1200, ""length"": 1800, ""thickness"": 35}",,,,,0,,,t,2025-08-25 07:08:26.06843,2025-08-25 07:08:26.06843,,,2.16,with_border,1,normal,1,,1,usual,straight_cut,carpet,,{9},not_selected
111,ЛЕЖАК,ЛЕЖАК-1800x1185x35-3КОР-СБОРТ-1СОРТ,3,,10,,,"{""width"": 1185, ""length"": 1800, ""thickness"": 35}",,,,,0,,,t,2025-08-25 07:14:15.630196,2025-08-25 07:14:15.630196,,,2.133,with_border,1,reinforced,1,,1,usual,straight_cut,carpet,,{10},not_selected
104,ЛЕЖАК,ЛЕЖАК-1800x1185x35-3КОР-СБОРТ-ЛИБЕР,3,,10,,,"{""width"": 1185, ""length"": 1800, ""thickness"": 35}",,,,,0,,,t,2025-08-25 06:47:57.480798,2025-08-25 07:15:00.174,,,2.133,with_border,1,normal,1,,1,grade_2,straight_cut,carpet,,{10},not_selected
118,ПУР6,ПУР6,4,,,,,"{""width"": 1, ""length"": 1, ""thickness"": 1}",,,,,0,,,t,2025-09-02 07:02:55.255676,2025-09-02 07:32:25.728,,,,without_border,1,normal,,,,usual,straight_cut,pur,6,{},not_selected
125,мат,Мат - 1300x715x24 - 5Шип - Пазл4стСтар п/с,2,,,,,"{""width"": 715, ""length"": 1300, ""thickness"": 24}",,,,,0,,,t,2025-09-02 08:04:48.130303,2025-09-02 08:06:44.656,,,0.9295,without_border,4,normal,,1,4,usual,puzzle,carpet,,{},not_selected
48,ЛЕЖ,ЛЕЖ-1950x1200x24-ЧЕШУЙ-VELES-ШИП7-1СОРТ,3,,11,6,,"{""width"": 1200, ""length"": 1950, ""thickness"": 24}",,,,,0,,,t,2025-08-22 06:39:48.020712,2025-09-02 08:49:37.228,,,2.3837,without_border,1,normal,,,1,usual,straight_cut,carpet,,{11},not_selected
119,ПУР7,ПУР 7,4,,,,,"{""width"": 1, ""length"": 1, ""thickness"": 1}",,,,,0,,,t,2025-09-02 07:04:22.725627,2025-09-02 07:32:59.207,,,,without_border,1,normal,,,,usual,straight_cut,pur,7,{},not_selected
43,ЛЕЖ,ЛЕЖ-1800x1200x24-ЧЕШУЙ-ШИП7-1СОРТ,3,,7,,,"{""width"": 1200, ""length"": 1800, ""thickness"": 24}",,,,,0,,,t,2025-08-22 06:29:59.943915,2025-09-02 08:19:38.933,,,2.172,without_border,1,normal,,,1,usual,straight_cut,carpet,,{7},not_selected
120,ПУР8,ПУР 8,4,,,,,"{""width"": 3, ""length"": 3, ""thickness"": 3}",,,,,0,,,t,2025-09-02 07:31:07.872391,2025-09-02 07:31:07.872391,,,,,,,,,,,,pur,8,,
42,ЛЕЖ,ЛЕЖ-1800x1200x24-ЧЕШУЙ-VELES-ШИП7-1СОРТ,3,,11,6,,"{""width"": 1200, ""length"": 1800, ""thickness"": 24}",,,,,0,,,t,2025-08-22 06:24:24.688731,2025-09-02 08:26:09.8,,,2.172,without_border,1,normal,,,1,usual,straight_cut,carpet,,{11},not_selected
121,ПУР2,ПУР2,4,,,,,"{""width"": 1, ""length"": 1, ""thickness"": 1}",,,,,0,,,t,2025-09-02 07:37:06.765015,2025-09-02 07:37:06.765015,,,,,,,,,,,,pur,2,,
122,ПУР4,ПУР4,4,,,,,"{""width"": 4, ""length"": 4, ""thickness"": 4}",,,,,0,,,t,2025-09-02 07:40:41.81959,2025-09-02 07:40:41.81959,,,,,,,,,,,,pur,4,,
97,ЛЕЖАК,ЛЕЖАК-1800x1185x30-ЧЕШУЙ-СБОРТ-не ус-1СОРТ,3,,7,,,"{""width"": 1185, ""length"": 1800, ""thickness"": 30}",,,,,0,,,t,2025-08-22 12:35:03.586385,2025-08-22 12:35:03.586385,,,2.133,with_border,1,normal,1,,1,usual,straight_cut,carpet,,{7},not_selected
99,ЛЕЖАК,ЛЕЖАК-1800x1195x35-ЧЕШУЙ-не ус-1СОРТ,3,,7,,,"{""width"": 1195, ""length"": 1800, ""thickness"": 35}",,,,,0,,,t,2025-08-22 13:02:28.971916,2025-08-22 13:02:28.971916,,,2.151,,1,normal,1,,1,usual,straight_cut,carpet,,{7},not_selected
115,ЛЕЖАК,ЛЕЖАК-1800x1175x30-3КОР-БЕЗБОРТ-1СОРТ,3,,10,,,"{""width"": 1175, ""length"": 1800, ""thickness"": 30}",,,,,0,,,t,2025-08-25 07:22:14.394893,2025-08-25 07:22:14.394893,,,2.115,without_border,1,reinforced,1,,1,usual,straight_cut,carpet,,{10},not_selected
100,ЛЕЖАК,ЛЕЖАК-1800x1200x35-ЧЕШУЙ-СБОРТ-1СОРТ,3,,7,,,"{""width"": 1200, ""length"": 1800, ""thickness"": 35}",,,,,0,,,t,2025-08-25 06:12:30.249559,2025-08-25 06:14:58.545,,,2.16,with_border,1,normal,1,,1,usual,straight_cut,carpet,,{7},not_selected
112,ЛЕЖАК,ЛЕЖАК-1800x1200x30-ЧЕШУЙ-СБОРТ-GEA-1СОРТ,3,,11,4,,"{""width"": 1200, ""length"": 1800, ""thickness"": 30}",,,,,0,,,t,2025-08-25 07:17:07.902254,2025-08-25 07:17:07.902254,,,2.16,with_border,1,normal,1,,1,usual,straight_cut,carpet,,{11},not_selected
113,ЛЕЖАК,ЛЕЖАК-1800x1200x35-ЧЕШУЙ-СБОРТ-АГРОТ-1СОРТ,3,,11,7,,"{""width"": 1200, ""length"": 1800, ""thickness"": 35}",,,,,0,,,t,2025-08-25 07:19:01.815003,2025-08-25 07:19:01.815003,,,2.16,with_border,1,reinforced,1,,1,usual,straight_cut,carpet,,{11},not_selected
114,ЛЕЖАК,ЛЕЖАК-1800x1165x30-3КОР-1СОРТ,3,,10,,,"{""width"": 1165, ""length"": 1800, ""thickness"": 30}",,,,,0,,,t,2025-08-25 07:20:44.806095,2025-08-25 07:20:44.806095,,,2.097,,1,reinforced,1,,1,usual,straight_cut,carpet,,{10},not_selected
95,ВЕРБ,ВЕРБ-1830x1200x30-ЧЕРТ-Прям рез-1СОРТ,3,,6,,,"{""width"": 1200, ""length"": 1830, ""thickness"": 30}",,,,,0,,,t,2025-08-22 12:22:02.558725,2025-08-26 06:33:40.229,,,2.196,,1,normal,1,,1,usual,straight_cut,carpet,,{6},not_selected
94,ВЕРБ,ВЕРБ-1950x1000x30-ЧЕРТ-1СОРТ,3,,6,,,"{""width"": 1000, ""length"": 1950, ""thickness"": 30}",,,,,0,,,t,2025-08-22 12:19:28.924949,2025-08-27 11:47:16.173,,,1.9695,,1,normal,1,,1,usual,straight_cut,carpet,,{6},not_selected
82,ВЕРБ,ВЕРБ-2030x1200x30-ЧЕРТ-1СОРТ,3,,6,,,"{""width"": 1200, ""length"": 2030, ""thickness"": 30}",,,,,0,,,t,2025-08-22 12:00:29.793292,2025-08-27 11:48:01.664,,,2.4563,,1,normal,1,,1,usual,straight_cut,carpet,,{6},not_selected
39,ЛЕЖ,ЛЕЖ-2030x1200x30-ЧЕШУЙ-ШИП11-1СОРТ,3,,7,,,"{""width"": 1200, ""length"": 2030, ""thickness"": 30}",,,,,0,,,t,2025-08-21 12:38:51.751346,2025-08-27 11:49:10.096,,,2.4563,,1,reinforced,5,,1,usual,straight_cut,carpet,,{7},not_selected
123,ПУР3,ПУР3,4,,,,,"{""width"": 3, ""length"": 3, ""thickness"": 3}",,,,,0,,,t,2025-09-02 07:42:30.046408,2025-09-02 07:42:30.046408,,,,,,,,,,,,pur,3,,
