id,user_id,permission_id,granted,created_at
1,6,2,t,2025-07-31 08:38:49.406232
2,6,3,t,2025-07-31 08:38:49.406232
3,6,15,t,2025-07-31 08:38:49.406232
4,6,8,f,2025-07-31 08:38:49.406232
5,6,12,t,2025-07-31 08:38:49.406232
6,6,20,f,2025-07-31 08:38:49.406232
7,6,7,t,2025-07-31 08:38:49.406232
