id,role,permission_id,created_at
1215,manager,20,2025-08-01 13:52:35.251819
1216,manager,365,2025-08-01 13:52:35.258581
1217,production,1,2025-08-01 13:52:35.263793
1218,production,5,2025-08-01 13:52:35.268187
1219,production,8,2025-08-01 13:52:35.272437
1220,production,12,2025-08-01 13:52:35.277473
1221,production,13,2025-08-01 13:52:35.281596
1222,production,14,2025-08-01 13:52:35.286496
1223,production,363,2025-08-01 13:52:35.292014
1224,production,15,2025-08-01 13:52:35.299357
1225,production,17,2025-08-01 13:52:35.305758
1226,production,364,2025-08-01 13:52:35.310219
1227,production,18,2025-08-01 13:52:35.315552
1228,warehouse,1,2025-08-01 13:52:35.32286
1229,warehouse,361,2025-08-01 13:52:35.330409
1230,warehouse,5,2025-08-01 13:52:35.334611
1231,warehouse,6,2025-08-01 13:52:35.338723
1232,warehouse,8,2025-08-01 13:52:35.343743
1233,warehouse,18,2025-08-01 13:52:35.34851
1234,warehouse,20,2025-08-01 13:52:35.352391
1235,warehouse,365,2025-08-01 13:52:35.356387
1236,director,1,2025-08-01 13:53:22.242314
1237,director,2,2025-08-01 13:53:22.246828
1238,director,3,2025-08-01 13:53:22.250724
1239,director,4,2025-08-01 13:53:22.254717
1240,director,5,2025-08-01 13:53:22.259191
1241,director,6,2025-08-01 13:53:22.265711
1242,director,7,2025-08-01 13:53:22.270682
1243,director,8,2025-08-01 13:53:22.277332
1244,director,9,2025-08-01 13:53:22.28513
1245,director,10,2025-08-01 13:53:22.290611
1246,director,11,2025-08-01 13:53:22.29559
1247,director,12,2025-08-01 13:53:22.300894
1248,director,13,2025-08-01 13:53:22.307379
1249,director,14,2025-08-01 13:53:22.31122
1250,director,15,2025-08-01 13:53:22.316108
1251,director,16,2025-08-01 13:53:22.320812
1252,director,17,2025-08-01 13:53:22.326284
1253,director,18,2025-08-01 13:53:22.331679
1254,director,19,2025-08-01 13:53:22.337132
1255,director,20,2025-08-01 13:53:22.340827
1256,director,21,2025-08-01 13:53:22.34538
1257,director,22,2025-08-01 13:53:22.35006
1258,director,23,2025-08-01 13:53:22.354589
1259,director,24,2025-08-01 13:53:22.358983
1260,director,361,2025-08-01 13:53:22.363819
1261,director,362,2025-08-01 13:53:22.368373
1262,director,363,2025-08-01 13:53:22.372325
1263,director,364,2025-08-01 13:53:22.37746
1264,director,365,2025-08-01 13:53:22.382641
1265,manager,1,2025-08-01 13:53:22.38787
1266,manager,2,2025-08-01 13:53:22.392032
1267,manager,3,2025-08-01 13:53:22.396854
1268,manager,361,2025-08-01 13:53:22.401547
1269,manager,5,2025-08-01 13:53:22.406009
1270,manager,8,2025-08-01 13:53:22.410557
1271,manager,9,2025-08-01 13:53:22.415028
1272,manager,10,2025-08-01 13:53:22.419698
1273,manager,11,2025-08-01 13:53:22.424238
1274,manager,362,2025-08-01 13:53:22.429691
1275,manager,12,2025-08-01 13:53:22.434977
1276,manager,15,2025-08-01 13:53:22.439839
1277,manager,16,2025-08-01 13:53:22.446371
1278,manager,18,2025-08-01 13:53:22.453045
1279,manager,19,2025-08-01 13:53:22.461908
1280,manager,20,2025-08-01 13:53:22.466211
1281,manager,365,2025-08-01 13:53:22.472078
1282,production,1,2025-08-01 13:53:22.477085
1283,production,5,2025-08-01 13:53:22.482027
1284,production,8,2025-08-01 13:53:22.485829
1285,production,12,2025-08-01 13:53:22.490516
1286,production,13,2025-08-01 13:53:22.494737
1287,production,14,2025-08-01 13:53:22.498759
1288,production,363,2025-08-01 13:53:22.503478
1289,production,15,2025-08-01 13:53:22.509051
1290,production,17,2025-08-01 13:53:22.515359
1291,production,364,2025-08-01 13:53:22.519697
1292,production,18,2025-08-01 13:53:22.523776
1293,warehouse,1,2025-08-01 13:53:22.529586
1294,warehouse,361,2025-08-01 13:53:22.53566
1295,warehouse,5,2025-08-01 13:53:22.539626
1296,warehouse,6,2025-08-01 13:53:22.547395
1297,warehouse,8,2025-08-01 13:53:22.551907
1298,warehouse,18,2025-08-01 13:53:22.556129
1299,warehouse,20,2025-08-01 13:53:22.561387
1300,warehouse,365,2025-08-01 13:53:22.571741
